,ID,Heading Text,Heading Title,Frequency,Person/Job/Org/None
552,595,Design & build self-serve ad hoc marketing reporting environment,responsibilities,327,Job
553,596,"The Digital Technologies Online Banking IT team is looking for a IT Business-Systems Analyst. In this role, you will work with both IT teams and other internal organizations to gather requirements associated with the New Generation of Online Banking application for desktop and mobile. The IT Business Systems Analyst reviews and communicates business objectives and translates into technology specific requirements.",responsibilities,327,Job
554,598,"Identify, prioritize, and implement best practices from a solutions perspective for Workday based on gathered requirements.",responsibilities,327,Job
555,601,"Common goals, uncommon potential",responsibilities,327,Job
556,603,"Eagle Lendingis looking for an exceptional Credit Analyst tosupport the underwriting needs of our Professional Loan Program. We're looking for a self-starter who is eager to leverage his/her underwriting experience to add value to our all-star Credit Analyst team. Based inSan Francisco,this role will focus on processing, evaluating, and completing financial analysis on individual loan requests and will also help withmonitoring and maintaining the overall credit qualityof existing Eagle loan facilities.",responsibilities,327,Job
557,604,Design & build self-serve ad hoc marketing reporting environment,responsibilities,327,Job
558,606,Makes recommendations to library leadership that affect the strategic direction of the organization.,responsibilities,327,Job
559,609,"Trusted advisor to business stakeholders, ensuring that strategy and execution are aligned",responsibilities,327,Job
560,613,Design & build self-serve ad hoc marketing reporting environment,responsibilities,327,Job
561,615,Makes recommendations to library leadership that affect the strategic direction of the organization.,responsibilities,327,Job
562,618,"Trusted advisor to business stakeholders, ensuring that strategy and execution are aligned",responsibilities,327,Job
563,624,o Manage quarterly product launch process across product management and other departments.,responsibilities,327,Job
564,625,Understand business priorities to effectively coordinate multiple streams of work at one time,responsibilities,327,Job
565,631,"Under the direction of a Banking Core Transformation Program (CTP) Project Manager, the Business Analyst will be responsible for collaborating with project stakeholders to understand and interpret the project requirements. And then to translate the requirements into varying detailed documentation including but not limited to detailed analysis, use case definitions, requirements traceability matrix (RTM), process designs, test plans, and test execution scripts. The business analyst will also be required to create and present quality presentations in support of the project requirements, gap analysis, testing results, defect tracking, and status. This role also requires exceptional communication skills with an ability to build and maintain working relationships with our Accounting team members, Banking line of business (Loans, Deposits, Branch Office), Technology, and other various involved departments as this individual will work cross-functionally with multiple teams, technology, and business operations.",responsibilities,327,Job
566,635,"Compilation and circulation of monthly, quarterly, and annual business reviews and monthly and bi-monthly scorecards to assess overall company performance against objectives",responsibilities,327,Job
567,639,Partner with Senior Manager of Business Operations and Unity’s cross-functional partners operationally drive some of Unity’s largest and newest businesses,responsibilities,327,Job
568,642,"The role collaborates with project teams, finance, clinical, medical affairs, and other relevant Denali functions and is responsible for understanding the biopharma and neurodegeneration disease markets to identify key insights and provide actionable recommendations. Potential responsibilities could include:",responsibilities,327,Job
569,647,"Lead collaborative, cross functional scrum teams to deliver high value Q2C Cloud solutions, specifically Salesforce and ApttusClosely collaborate with Revenue Operations, Finance, and Accounting leaders to translate their IT product vision into a multi-year roadmapOwn solution delivery of IT product roadmap and ensure scrum team is organized to execute effectivelyManage workload demands against current and planned resource capacity. Lead team capacity planning, performance analysis, and develop proactive resolution plans to address resource gaps.Integrate Salesforce and Apttus system integrators into team's delivery plans to jointly deliver against committed prioritiesEffectively negotiate scope and timeline with business leads to achieve high value business outcomesTranslate desired business outcomes into an MVP feature set that can be delivered iterativelyGroom & prioritize backlog into well-defined user stories and acceptance criteria with a clear definition of doneLead team backlog refinement, sizing and sprint planning sessionsCollaborate with quality team to ensure test plans cover use cases & regression tests for validation against acceptance criteriaDeliver innovative solutions that will scale and reduce our tech debt footprintAct as a solution consultant that deeply understands current state business processes, challenges, and their supporting tech stackLook ahead to identify delivery needs based on roadmap and work with management to address themAnticipate blockers and identify creative solutions to unblock team and keep delivery on trackOwn timely, transparent communication to leadership team on team's delivery progress",responsibilities,327,Job
570,649,What you'll do as a Contingent Loan Origination Support Business Analyst:,responsibilities,327,Job
571,650,Analyze actual and forecast variance details to understand drivers.,responsibilities,327,Job
572,651,Lead business process review sessions to identify user stories/requirements,responsibilities,327,Job
573,657,"Responsible for bringing a structured approach to analyzing business problems, extracting new business requirements and assessing and recommending options to address.",responsibilities,327,Job
574,661,"Meet with client stakeholders, travel between client sites as needed",responsibilities,327,Job
575,663,"The Digital Technologies Online Banking IT team is looking for a Senior IT Systems Analyst. In this role, you will work with both IT teams and other internal organizations to gather requirements associated with the New Generation of Online Banking application for desktop and mobile. The Senior IT Systems Analyst reviews and communicates business objectives and translates into technology specific requirements. The position will also collaborate closely with business and technical resources in support of various testing activities and phases. This covers creating requirements for components of the system created by internal FRB IT groups, as well as vendor platforms. This position will be responsible for leveraging advanced analytical, research and problem solving skills to define innovative technology solutions in cooperation with developers to meet business objectives.",responsibilities,327,Job
576,664,Analyze actual and forecast variance details to understand drivers.,responsibilities,327,Job
577,666,"As part of the Information Services team, the Private Wealth Management Technology Team drives the vision that creates an industry leading, client-centric Data and Analytics organization. The team is looking for forward thinking, action oriented individuals to help drive the implementation and development of innovative, cutting-edge solutions.",responsibilities,327,Job
578,667,"Develop and maintain a strong understanding of the business, build strong relationships across the company, and partner with teams to leverage data to drive the best decisions and outcomes",responsibilities,327,Job
579,673,IT Business Analyst,responsibilities,327,Job
580,685,Define and execute the AWS Marketplace Data Analytics software and ISV selection strategy.,responsibilities,327,Job
581,687,"The Business Analyst role is a full-time consulting position to support, advise on, and",responsibilities,327,Job
582,689,What you'll be doing as Contingent Senior Business SystemsAnalyst:,responsibilities,327,Job
583,691,"The Senior Analyst will be involved in implementing new accounting/regulatory guidance impacting financial reporting, analyzing accounting/financial reporting issues, and participating in other financial reporting initiatives. The Senior Analyst will be responsible for completing external financial disclosures for SEC and FDIC reporting purposes (including earnings release, 10-Q, 10-K and Call Report). The Senior Analyst will also be involved in ad-hoc analysis related to accounting/financial reporting topics.",responsibilities,327,Job
584,695,"Typical duties and responsibilities consist of, but are not limited to, the following:",responsibilities,327,Job
585,698,"Assist the Account Managers with managing all components of the client account, including recommending which campaigns to improve and providing ad copy feedback.",responsibilities,327,Job
586,706,KPI Standardization and Tracking:,responsibilities,327,Job
587,708,"Assist the Account Managers with managing all components of the client account, including recommending which campaigns to improve and providing ad copy feedback.",responsibilities,327,Job
588,719,KPI Standardization and Tracking:,responsibilities,327,Job
589,722,Visualize key information through dashboards and reporting to allow teams to understand and use data to power daily decision-making.,responsibilities,327,Job
590,731,KPI Standardization and Tracking:,responsibilities,327,Job
591,736,Visualize key information through dashboards and reporting to allow teams to understand and use data to power daily decision-making.,responsibilities,327,Job
592,740,Build automated surveillance tools to ensure the health of gene synthesis manufacturing,responsibilities,327,Job
593,744,"Define and construct industry vertical business cases, system capabilities, requirements, and specifications that highlight Deep Labs’ products and services",responsibilities,327,Job
594,786,Researches and assesses next-generation technologies for data-driven solutions in subsurface resources exploration and production.,responsibilities,327,Job
595,794,Overall responsibility for creating insights from internal and external data sources,responsibilities,327,Job
596,798,"Demonstrate passion about using data assets and mathematical modeling to optimize systems, processes, and products across iHeartMedia",responsibilities,327,Job
597,800,Evaluate data assets and explore derivative features for use in models,responsibilities,327,Job
598,804,Accountable for end-to-end data science related project(s),responsibilities,327,Job
599,817,"Development and implementation of machine learning algorithms and techniquesWork with data sets of varying degrees of size and complexity including both structured and unstructured dataPiping and processing massive data-streams in distributed computing environmentsImplement batch and real-time model scoringDevelop sophisticated visualization of analysis output for business usersAssemble large, complex data sets that meet functional / non-functional business requirements.Apply business knowledge to analyze data, develop reports and solve problemsPerform ad hoc analyses of data depending on business needsParticipate in the analysis and resolution of issues related to information flow and content with data stakeholders",responsibilities,327,Job
600,824,"Develop and tune models for transaction monitoring, sanctions filtering, and customer risk rating.",responsibilities,327,Job
601,828,Data mine historical manufacturing operations,responsibilities,327,Job
602,837,Designs and Develops Machine Learning and Data Science solution for 7-11 Retail problems.,responsibilities,327,Job
603,839,Build advanced machine learning models implementing end-to-end algorithmic solutions,responsibilities,327,Job
604,860,Develop predictive and explanatory models that help improve legal decision making using deep learning and other NLP (Natural Language Processing) techniques,responsibilities,327,Job
605,863,"Assists divisional and functional leadership in the identification and execution of improvement projects. Creates a business case with a detailed ROI analysis for all process improvement initiatives including new opportunities with a clear impact on key metrics such as cost, revenue, quality, compliance, etc. Provides project support and training to build capacity for employees at every level of the organization to rapidly and continuously improve the quality of government services. Conducts small tests of big ideas to find out what works and refines the design of a service or program before making a large investment. Prepares reports and analysis of outcomes data in order to identify opportunities for process improvement initiatives. Assists HHS Leadership Team to assess performance monitoring and implement improvement plans, and to ensure accountability, feedback loops and monitor systems. Prepares summary of results in appropriate format to report to management and quality committee. Responsible for managing the agency’s day-to-day practices guided by the data management cycle model. Participates in activities and duties related to emergency management during a local state of disaster as directed by appropriate county managers.",responsibilities,327,Job
606,878,"Work with the Director of Data Science to plan, implement, and support machine learning projects to help our customers work and ship more efficiently",responsibilities,327,Job
607,884,Develop predictive and explanatory models that help improve legal decision making using deep learning and other NLP (Natural Language Processing) techniques,responsibilities,327,Job
608,903,"Design, implement, test and integrate advanced signal processing and data analysis software service applications to support the development of high-frequency tactical sonar systems",responsibilities,327,Job
609,909,"The Lead Data Scientist develops, maintains, and collects structured and unstructured data sets for analysis and reporting. Creates reports, projections, models, and presentations to support business strategy and tactics. Advises executives to develop functional strategies (often segment specific) on matters of significance. Exercises independent judgment and decision making on complex issues regarding job duties and related tasks, and works under minimal supervision, Uses independent judgment requiring analysis of variable factors and determining the best course of action.",responsibilities,327,Job
610,915,"Engage with business teams to find opportunities, understand requirements, and translate those requirements into technical solutions",responsibilities,327,Job
611,928,"Design, implement, test and integrate advanced signal processing and data analysis software service applications to support the development of high-frequency tactical sonar systems",responsibilities,327,Job
612,929,Contribute to organization-wide data reporting with regular and ad hoc analyses,responsibilities,327,Job
613,944,,responsibilities,327,Job
614,946,"Work with your project team in close collaboration with clients and internal colleagues from Management Consulting, Operations Consulting and the UX team",responsibilities,327,Job
615,955,"Bachelor’s or Master’s Degree specializing in a relevant field such as Probability, Statistics, Machine Learning, Data Mining, Artificial Intelligence, Computer Science, or Operations Research.",responsibilities,327,Job
616,958,Mines data using modern tools and programming languages.,responsibilities,327,Job
617,961,"5+ years applying statistics, machine learning and analytic approaches to answer key intelligence questions, producing results and re-usable products that provide real value to Intelligence Analysts. Contractor shall develop and refine date sets to achieve stakeholder goals and objectives as requested.",responsibilities,327,Job
618,962,"In this role, you will partner with the data science teams across the business units to move strategically by:",responsibilities,327,Job
619,963,"Work with multi-functional teams to develop measurable, high-impact data analytics solutions",responsibilities,327,Job
620,971,"Translate business needs into analytical work products using several software packages including those used for building reports, identifying exceptions, dashboards/scorecards and other guided analysis applications.",responsibilities,327,Job
621,972,"Design, develop, and maintain robust and scalable solutions, reports, dashboards, etc. that will support our internal stakeholders' ongoing and ad-hoc needs",responsibilities,327,Job
622,973,"The Data Analyst - Data Integrity is responsible for the quality management of core HR data in Peoplesoft, query/audit reports for HR, Position Management, Sox Compliance, business process design and HR Operations/Service metrics. This should be accomplished with a collaborative engagement with HR and Operations leadership to provide simple solutions to complex data issues.",responsibilities,327,Job
623,973,"Supports the HR Business Partners in the completion of Complex Peoplesoft (PS) transaction such as re-organizations, M&A, and increase file processing.",responsibilities,327,Job
624,974,,responsibilities,327,Job
625,976,"In this role, you will help drive the development of the next generation technology platform for scientific research. The ideal candidate will have an interest in using data science including Artificial Intelligence (AI) and machine learning (ML) to advance the science of precision medicine within the AHA Institute for Precision Cardiovascular Medicine. The Institute is a highly collaborative environment and the candidate will work closely with product experts, software engineers, research grantees, and external scientists and government personnel to creatively solve challenges in medical research using state of the art tools and methodologies.",responsibilities,327,Job
626,978,Set up and measure nontrivial experiments which test various product and subscription features.,responsibilities,327,Job
627,982,"Applies and integrates statistical, mathematical, data mining, predictive modeling and business analysis skills and techniques to discover and identify new insights, advise on turning new insights into impactful opportunities and outcomes, and providing the tracking and measurement of results.",responsibilities,327,Job
628,986,,responsibilities,327,Job
629,993,Work with large structured and unstructured data from multiple sources to test equity research hypotheses and densify investment theses,responsibilities,327,Job
630,994,"Join Altice USA's Data Science team to deliver AI as a service across various teams involving marketing science, survey statistics, and advanced geospatial, content, network and customer relationship analytics. A successful candidate is curious, a self-learner, and can clearly communicate sophisticated concepts and results.",responsibilities,327,Job
631,995,,responsibilities,327,Job
632,997,"Actively serve global accounts including some of the world’s leading organizations in industries such as financial services, insurance, pharmaceuticals, transportation, manufacturing & technology.",responsibilities,327,Job
633,999,"The individual with work with the CTO team to enhance our existing geolocation products along with new complementary datasets. They would be instrumental on the design of new offerings and combining the various existing datasets in one concrete product. The main focus would be on applying statistical modeling to various structured and unstructured geolocation data for verifying the quality and integrity of the data, cleansing the data and extracting trading signals along with using them to calibrate existing forecasting models. It would be also required to write research reports describing our data and its applications. Part of the role will entail interaction with the business development team on client driven projects.",responsibilities,327,Job
634,1002,Proactively identify and champion projects that solve complex problems across multiple domains,responsibilities,327,Job
635,1014,Modeling,responsibilities,327,Job
636,1023,Identify and evaluate new data sources (structured and unstructured) that provide unique and proprietary ESG insights on investments and portfolios,responsibilities,327,Job
637,1025,"Join our cross-functional team of data science, analytics, and engineering that powers algorithmic content recommendations across NYT’s products",responsibilities,327,Job
638,1031,Apply critical thinking skills and perform advanced analytics with the goal of solving complex and multi-faceted business problems.,responsibilities,327,Job
639,1034,Working first-hand with alternative data sources to solve complex problems around classification and discovery,responsibilities,327,Job
640,1036,Developing and deploying solutions with some of Microsoft’s largest customers for solving business problems using machine (deep) learning and predictive modeling techniques.,responsibilities,327,Job
641,1041,Support customers through the entire customer lifecycle beginning with pre-sales and as an ongoing client of DataRobot,responsibilities,327,Job
642,1042,"Lead and execute data science research and development projects, including predictive modeling, algorithm design, and experiment design.",responsibilities,327,Job
643,1043,Working first-hand with alternative data sources to solve complex problems around classification and discovery,responsibilities,327,Job
644,1059,"Partner with various business lines (Product, Editorial, Sales) to create non-obvious insights.",responsibilities,327,Job
645,1062,"Own the data annotation pipeline, ensuring quality of data annotation for the entire team.",responsibilities,327,Job
646,1069,"Manage model governance needs across business partners in the Data Science CoE, GD&A.",responsibilities,327,Job
647,1074,Developing and deploying solutions with some of Microsoft’s largest customers for solving business problems using machine (deep) learning and predictive modeling techniques.,responsibilities,327,Job
648,1085,Analyze unique proprietary data sets.,responsibilities,327,Job
649,1087,Use Roku's Big Data to perform a thorough analysis,responsibilities,327,Job
650,1093,"You will be a lead data scientist helping to analyze data from across the marketing landscape. This includes connecting 1st party data from your client’s data sets with proprietary Epsilon data sets and marketing interaction data. With this robust view of consumer behavior at your fingertips your task will be to help find new segmentation opportunities via thoughtful audience identification, hypothesis testing, and advanced statistical analysis.",responsibilities,327,Job
651,1104,"Data science assignments involve four core areas: (1) Software, (2) Analytics Methodology Selection, (3) Analytics Execution and (4) Data Storytelling. The candidate is expected to:",responsibilities,327,Job
652,1105,"Serve as primary point of contact for technical issues related to the Data CenterWork quickly and efficiently under pressure and in situations of server/hardware failureRespond to service tickets and requests for assistance in the Data Center in a timely mannerWork closely with the customer and IT team to troubleshoot technical issues and determine the most efficient path to solving the problemMaintain a well-organized, orderly, clean data center and all associated work areasDeal with all hardware associated with the Data Center, including: Rack and stack servers, manage cabling activities, replace network cards, swap hardwarePlan and execute a Data Center move from start to finishFollow and update standard operating procedures to ensure efficient problem solvingParticipate in all manner of Desktop Support activities as necessary",responsibilities,327,Job
653,1108,Work on some of the most complex technical and modelling challenges in combination of data and finance,responsibilities,327,Job
654,1115,"Design efficient, flexible, and scalable data models and solutions to meet business needs for operational reporting, analytical reporting, integration, application development, and master data management",responsibilities,327,Job
655,1129,"Design, implement, test, and deploy probabilistic models that match patient, facility, and provider data in the data lake",responsibilities,327,Job
656,1137,"Senior Data Scientist, Corporate Decision Sciences",responsibilities,327,Job
657,1137,Provide methodological leadership within a team of Data Scientists and Data Engineers in the development of new methods and/or the application of advanced methods for prediction and inference,responsibilities,327,Job
658,1151,The Position,responsibilities,327,Job
659,1157,Identifying appropriate models/algorithms to solve product requirements,responsibilities,327,Job
660,1158,Work in a fast-paced environment as a self-starterDesign and implement stable and scalable solutions to provide insights on large datasetsStrive for personal and collaborative excellence in everything you doBuild consensus across global teams,responsibilities,327,Job
661,1165,Collaborate with the recommender Product lead to establish objectives and metrics,responsibilities,327,Job
662,1166,"Conduct data analysis to make business recommendations (e.g. cost-benefit, invest-divest, forecasting, impact analysis).",responsibilities,327,Job
663,1170,"We are looking for a Data Scientist- Insurance Pricing Lead to join our Actuarial team. The successful candidate will use statistical methodologies and machine learning techniques to build state-of-the-art predictive models for the pricing, underwriting, claims.",responsibilities,327,Job
664,1177,The Corporate Decision Sciences group at NBCUniversal helps drive advanced analytics by building and integrating pragmatic data science principles and products throughout the Company. The Group focuses primarily on decision science analyses to support and inform strategy and key business decisions and building advanced data products to help enable more data-enhanced decision support.,responsibilities,327,Job
665,1177,Provide methodological leadership within a team of Data Scientists and Data Engineers in the development of new methods and/or the application of advanced methods for prediction and inference,responsibilities,327,Job
666,1180,Collaborate with the recommender Product lead to establish objectives and metrics,responsibilities,327,Job
667,1184,"Meet Peacock, NBCUniversal's new, wildly entertaining streaming service that combines timeless shows and movies with timely news, sports and pop-culture.",responsibilities,327,Job
668,1187,Identify opportunities for personalization using behavioral user research and machine learning techniques,responsibilities,327,Job
669,1188,This role will be responsible for creating advanced reports specifically for projects related creative advertising and social media.,responsibilities,327,Job
670,1194,"Reframe business and newsroom objectives as machine learning tasks that can deliver actionable insights, accurate predictions, and effective optimization",responsibilities,327,Job
671,1195,The Corporate Decision Sciences group at NBCUniversal helps drive advanced analytics by building and integrating pragmatic data science principles and products throughout the Company. The Group focuses primarily on decision science analyses to support and inform strategy and key business decisions and building advanced data products to help enable more data-enhanced decision support.,responsibilities,327,Job
672,1195,Provide methodological leadership within a team of Data Scientists and Data Engineers in the development of new methods and/or the application of advanced methods for prediction and inference,responsibilities,327,Job
673,1196,"Work with large datasets and solve difficult analysis problems, applying advanced analytical methods. Conduct end-to-end analyses, including data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.",responsibilities,327,Job
674,1197,"Work with the larger eCommerce organization to analyze large data sets and develop custom models/algorithms to uncover trends, patterns and insights",responsibilities,327,Job
675,1207,"Prospect for new clients primarily through direct/B2B outbound prospecting efforts, and by working with partners & agents as a secondary source.",responsibilities,327,Job
676,1212,Develop advanced algorithms that solve problems of large dimensionality in a computationally efficient and statistically effective manner;,responsibilities,327,Job
677,1216,"Implement and manage data governance and management programs, policies, and ensure their consistent application across Ocrolus",responsibilities,327,Job
678,1219," Manage and analyze data, and prepare reports as requested by Epidemiology and Data Unit Co-leads or other internal or external stakeholders for COVID human surveillance data using SAS statistical software.",responsibilities,327,Job
679,1221,"Prospect for new clients primarily through direct/B2B outbound prospecting efforts, and by working with partners & agents as a secondary source.",responsibilities,327,Job
680,1222,"Work with large datasets and solve difficult analysis problems, applying advanced analytical methods. Conduct end-to-end analyses, including data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.",responsibilities,327,Job
681,1228,"Business Performance Reporting, Visualization, and Regression Management: Be the primary partner for cross-functional stakeholders to understand performance of the platform. When a metric is ahead or behind expectations, dig in to drive meaningful, actionable insights that help the business performance improve or double-down on success.",responsibilities,327,Job
682,1233,"Lead at least one client project independently. Proactively deliver client updates and attend meetings with stakeholders. Identify potential failures and risks of a project, data sources, tracking execution and success metrics effectively and efficiently. A successful candidate is comfortable owning projects in complex, often ambiguous settings, while managing stakeholders' expectations and ensuring a timely delivery of quality solutions",responsibilities,327,Job
683,1235,"Consults with Professor Hamilton, Institute staff, and faculty concerning statistical services and experimental designs in research projects.",responsibilities,327,Job
684,1236," Manage and analyze data, and prepare reports as requested by Epidemiology and Data Unit Co-leads or other internal or external stakeholders for COVID human surveillance data using SAS statistical software.",responsibilities,327,Job
685,1239,"Defining, establishing, socializing and executing the short- and long-term digital and client analytics roadmap for Tiffany & Co. including the organizational model, infrastructure/capabilities, processes, and action plan.",responsibilities,327,Job
686,1243,Collaborate with product and engineering teams to guide the future of Consulting products,responsibilities,327,Job
687,1248,"As a Data Scientist/Engineer on the Data Analytics & Automation team (DAA), your primary responsibilities will be:",responsibilities,327,Job
688,1251,Support Management - 50%,responsibilities,327,Job
689,1252,Day to day responsibilities include but are not limited to:,responsibilities,327,Job
690,1257,"Support marketing teams, including Social, Display, Paid Search, Audio, Video, CTV, affiliate channels, marketing landing pages, and owned properties to optimize channel performance, understand their analytics needs and set the roadmap for analytics work",responsibilities,327,Job
691,1260,Collaborate with the recommender Product lead to establish objectives and metrics,responsibilities,327,Job
692,1261,"Conduct data analysis to make business recommendations (e.g. cost-benefit, invest-divest, forecasting, impact analysis).",responsibilities,327,Job
693,1265,"We are looking for a Data Scientist- Insurance Pricing Lead to join our Actuarial team. The successful candidate will use statistical methodologies and machine learning techniques to build state-of-the-art predictive models for the pricing, underwriting, claims.",responsibilities,327,Job
694,1270,"Design, develop, and maintain robust and scalable solutions, reports, dashboards, etc. that will support our internal stakeholders' ongoing and ad-hoc needs",responsibilities,327,Job
695,1271,"The Senior Business Insights Analyst position will be a key enabler of BI Business Analysis/Data Analysis/Data Quality strategy and will be highly influential in helping to shape its future direction to meet our clients' needs for high quality, complete, accurate and timely data in Altice BI (ABI) product and solutions. This role will be working alongside with BI Backend and Frontend developers and reporting to the Business Insights Manager",responsibilities,327,Job
696,1280,"Develop a team of engineers and data scientists through 1-1 career coaching, mentoring, and management support",responsibilities,327,Job
697,1282,"Support the development of measurement frameworks, learning agendas, building quarterly/monthly reports, and data integration across multiple workstreams for clients.",responsibilities,327,Job
698,1288,"Develop KPIs, reports, and dashboards using BI/data visualization tools",responsibilities,327,Job
699,1290,"1. Project Management:Actively work with team to identify actions to improve engagementsRetain top performers and support the development of future leaders at EkimetricsProvide visible sponsorship to recruiting, retaining & engaging diverse talent in your organization",responsibilities,327,Job
700,1291,"In collaboration with other senior epidemiologists, support the oversight and management of the COVID Epidemiology and Data Unit’s Facility Notifications team",responsibilities,327,Job
701,1293,"Develop a team of engineers and data scientists through 1-1 career coaching, mentoring, and management support",responsibilities,327,Job
702,1296,"Research and explore new machine learning methods through independent study, attending industry-leading conferences, experimentation and participating in our knowledge sharing community",responsibilities,327,Job
703,1303,"Analyzes data requests using information technology, enrollment, claims, pharmacy, clinical, contract, medical management, financial, administrative and other corporate data from both modeled and disparate internal and external sources.",responsibilities,327,Job
704,1304,"As a member of the AdSmart Product Engineering Team, the Senior Engineer, Data Science, AdSmart will be directly responsible for data science engineering as part of building out the necessary platform and products for NBCUniversal’s AdSmart product suite. NBCUniversal’s AdSmart products will enable NBCUniversal to better understand its brand’s audiences such as NBC News, Bravo, The Tonight Show, Saturday Night Live, and USA Network as well as audiences that cross brands. The goal is to ensure we know who is watching what, where, and when. In turn, enabling NBCUniversal’s sales teams to properly align our audiences with the market advertisements that can benefit them the most.",responsibilities,327,Job
705,1305,"As part of the DMSPC/BTAD Analytics and Visualization team, the technical intern will be responsible for the following duties:",responsibilities,327,Job
706,1307,"Work with GDS PM to understand needs and requirements from existing customers, prospects, and community users",responsibilities,327,Job
707,1310,"Set the vision, road map, and priorities for product analytics and data science at Duolingo",responsibilities,327,Job
708,1312,Day to day responsibilities include but are not limited to:,responsibilities,327,Job
709,1315,"Develop scalable tools leveraging machine learning and deep learning models to solve real-world problems in areas such as Speech Recognition, Natural Language Processing and Time Series predictions.",responsibilities,327,Job
710,1320,"Maintain the data strategy roadmap as it pertains to audience modeling, measurement, and insights.",responsibilities,327,Job
711,1326,Collaborate with product and engineering teams to guide the future of Consulting products,responsibilities,327,Job
712,1327,Define new analytic product features,responsibilities,327,Job
713,1340,Day to day responsibilities include but are not limited to:,responsibilities,327,Job
714,1341,"As a Data Scientist/Engineer on the Data Analytics & Automation team (DAA), your primary responsibilities will be:",responsibilities,327,Job
715,1343,"Help gather, aggregate and organize data extracted from multiple platforms & systems",responsibilities,327,Job
716,1350,"Perform management, cleaning, quality assurance and analysis of COVID human surveillance data using SAS statistical software",responsibilities,327,Job
717,1352,"️ Generate, maintain, and automate reporting️ Mine data for answers to business challenges️ Develop insights and recommend business strategy based on data️ Share data in a digestible way with the entire company️ Define best practices and new processes to collect, analyze, and manage data",responsibilities,327,Job
718,1356,"Responsibilities include organizing longitudinal data, preparing dataset for public use, deidentifying data, and developing codebooks for public use data. The Data Analyst will work under the direction of Dr. Raver, and will collaborate with CSRP staff. The Data Analyst will also submit weekly updates, drafts of codebooks, and final reports at multiple time points across the period of their appointment.",responsibilities,327,Job
719,1360,Interfacing with senior members of the team to provide support on the company’s coverage universe,responsibilities,327,Job
720,1364,The Data Analyst will be responsible for working with various data sets utilizing advanced SQL queries to support a4 Media's custom analytics business. The Data Analyst will ensure compliance with custom analytics deliverable reporting requirements by extracting data and performing data quality audits and analyses. The Data Analyst will also utilize other Research tools to support various functions within the organization. This position will also be client facing and will require the ability to effectively communicate often complex data analytics to a variety of audiences.,responsibilities,327,Job
721,1366,"Provide product and finance leadership with clear insights and recommendations based on analysis and modeling of drivers of user metrics, business growth, costs, market trends, risks, and opportunities.",responsibilities,327,Job
722,1369,"Receives, gathers, analyzes, and organizes information from multiple sources.",responsibilities,327,Job
723,1370,Contribute to our high quality coverage through compiling financial summaries and building capital structures.,responsibilities,327,Job
724,1378,Contribute to our high quality coverage through compiling financial summaries and building capital structures.,responsibilities,327,Job
725,1381,"Provide product and finance leadership with clear insights and recommendations based on analysis and modeling of drivers of user metrics, business growth, costs, market trends, risks, and opportunities.",responsibilities,327,Job
726,1386,"Conduct analysis of distribution, inventory and administration data related to the COVID-19 vaccination campaign",responsibilities,327,Job
727,1391,Identify data-driven insights and recommendations to help our teams and clients address business needs,responsibilities,327,Job
728,1395,"Data science assignments involve four core areas: (1) Software, (2) Analytics Methodology Selection, (3) Analytics Execution and (4) Data Storytelling. The candidate is expected to:",responsibilities,327,Job
729,1396,"Within delegated authority, the Data Analyst will be responsible for the following duties:",responsibilities,327,Job
730,1406,Analyze data and translate it into meaningful information,responsibilities,327,Job
731,1409,Collect and log experimental data,responsibilities,327,Job
732,1412,Statistical modeling and data mining on both structured and unstructured data to extract insights in a timely manner,responsibilities,327,Job
733,1414,Statistical modeling and data mining on both structured and unstructured data to extract insights in a timely manner,responsibilities,327,Job
734,1417,"Candidates can look forward to regular client contact, a role in business development and proposal writing/methodology creation, and a",responsibilities,327,Job
735,1423,"1. Data EngineeringWork closely with the Data Technology team to scope, document, extract, transform and load new data sources into Discovery’s central data repository for analyticsMeasure & analyse data quality and performance within Discovery’s central data repository for analyticsTest & QA data coming from various sources to make sure it is legible, clean and transformed before reporting is performed",responsibilities,327,Job
736,1424,Title: Data Analyst,responsibilities,327,Job
737,1444,Capability of culling through large elements of data to create meaningful reports for clients,responsibilities,327,Job
738,1446,Collaborate with leaders at Addepar to understand their requirements and build meaningful company wide metrics,responsibilities,327,Job
739,1453,The Data Insights Analyst provides overall support to the ad sales division of the company by compiling and reporting insights derived from research tools and data systems.,responsibilities,327,Job
740,1462,"Working on a mixture of political campaign polling, along with corporate and public affairs research projects",responsibilities,327,Job
741,1466,"Managing relationships with various stakeholders (Desk Heads, Business managers, Quants, technology teams);",responsibilities,327,Job
742,1468,Qualify analysis needs and work product requirements of internal clients.,responsibilities,327,Job
743,1469,"Establish, manage, and assist in the development of Power BI reports",responsibilities,327,Job
744,1472,Provide Level-1 and Level-2 support to Hanweck’s reference data applications during working hours covered in the location’s time zone,responsibilities,327,Job
745,1474,"Working on a mixture of political campaign polling, along with corporate and public affairs research projects",responsibilities,327,Job
746,1479,"Managing relationships with various stakeholders (Desk Heads, Business managers, Quants, technology teams);",responsibilities,327,Job
747,1481,Qualify analysis needs and work product requirements of internal clients.,responsibilities,327,Job
748,1482,"Establish, manage, and assist in the development of Power BI reports",responsibilities,327,Job
