,ID,Heading,Heading Text
0,399,Entry,
1,399,About Spin,"Spin is a fast-growing micromobility company committed to a world with clean air, liveable cities, safe streets, and widespread access to convenient, affordable transportation. If you’re searching for a top-tier career where you can make a difference and dynamically collaborate within a creative, lively environment—Spin welcomes you!"
2,399,About the Role,"Our team consists of people that are passionate about creating finely polished and intuitive experiences and, at the same time, obsess over the performance and reliability of what we build. We challenge the status quo and strive towards finding the best way to solve problems."
3,399,Responsibilities,"Build, evolve, and scale state-of-the-art machine learning system infrastructure to deploy production-ready machine learning and optimization models."
4,399,Qualifications,Advanced degree in computer science or related field.
5,399,Benefits & Perks,Opportunity to join a fast-growing startup and help shape and establish the company’s industry leadership
6,399,Competitive health benefits,Unlimited PTO for salaried roles
7,399,Pre-tax commuter benefits,Monthly cell phone bill stipend
0,400,Entry,
1,400,Position Summary...,
2,400,What you'll do...,"Walmart Connect is building a robust in-house advertising business that’s key to Walmart’s growth strategy. We partner closely with brands on strategies and solutions that harness Walmart’s unparalleled omnichannel influence. We deliver relevant retail ads and experiences that connect our customers with the brands and products they love. And we use Walmart’s proprietary online and in-store data, encompassing 95% of American households, to measure campaign-correlated sales on our site and in our stores."
3,400,Responsibilities,"Perform hands-on modeling and complex analyses using Python, SQL and/or R"
4,400,Manager’s Preferred Qualifications,"PhD degree in Statistics, Economics, Operations Research, or related field"
5,400,Minimum Qualifications...,"Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications."
6,400,Preferred Qualifications...,"Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications."
0,401,Entry,
1,401,Company Description,"Cash App is the fastest growing financial brand in the world. Built to take the pain out of peer-to-peer payments, Cash App has gone from a simple product with a single purpose to a dynamic money app with over 30 million active monthly users."
2,401,Job Description,"We are hiring a director-level Machine Learning (ML) Engineering leader to build and develop Cash App's Applied ML Engineering discipline. This role reports directly to the Head of Machine Learning and Data Science. The existing team is 20+ engineers and we intend to grow significantly in 2021. It will be your team's core responsibility to build, maintain, and evolve the infrastructure and tooling that powers our ML applications in production, at scale. In doing so, you will partner frequently with our ML modeling and platform-focused machine learning teams. We believe that ML and artificial intelligence (AI) is central to the long-term success of Cash App and are looking for a leader who shares our passion."
3,401,Qualifications,You have:
0,402,Entry,"Become a Part of the NIKE, Inc. Team"
1,402,Who we are looking for,We’re looking for an AI/ML Scientist to help create sustainable infrastructure and multi-cloud solutions worldwide. The Just Do It nature of the job requires a highly creative and competent person; someone who is excited by trying new things and energized from learning through iteration.
2,402,What you will work on,"As an Expert AI/ML Scientist on the Infrastructure Innovation team, you will collaborate with a select group of Nike’s engineers and scientists; bringing innovative network ideas for Cloud and Edge solutions to theorize, test and evaluate. You will use predictive analytics and machine learning to proactively identify leading indications / critical metrics of problems in production and in the field."
3,402,Who you will work with,"This role will collaborate with AI/ML and Data scientists, as well as other experienced infrastructure engineers to help shape the Infrastructure Engineering Innovation portfolio. This individual will be the domain specialist of AI and ML on the specialized cross-functional team. If you are a self-starter, comfortable and able to create opportunity from highly ambiguous environments; willing to take high but informed risk, this job is for you."
4,402,WHAT YOU BRING,"You possess a Master’s degree, PhD, or have equivalent experience in Computer Science, Electrical Engineering, Artificial Intelligence, Applied Math, or related field"
0,403,Entry,"OverviewRole : Data AnalystLong term contractSFO, CA (After Pandemic need to relocate to client location)As a key member of the Software development team, you will be responsible for the delivery of high quality, reliable, sustainable business analysis to satisfy technical designs for the customer solutions. This role is high paced and requires self-discipline to work remotely and meet delivery schedules Work closely with business users to turn project requirements into custom-formatted data reports Profile data to validate with the business users to ensure requirements are met Receives conceptual data flow from data architect as input to developing data interface design Performs data analysis to determine data quality issues Create source to target mapping documents (STTMs) Able to outline critical information to support complete life cycle data generation Analyze business procedures and recommend specific types of data Use statistical methods to analyze data and generate useful business reports Work with management team to create prioritized list of needs for each business segment Identify and recommend new ways to streamline business processes Develops functional design of data interfaces and data conversions Use data to create models that depict trends in the customer base and the consumer Evaluate source systems against logical data models Identify and document gaps in data or data models Creates plan for ETL and conversion tech design, build and implementation Advanced knowledge of networking concepts, object-oriented technology, data warehousing, and relational database engines Produce and maintain documentation including design documents, data and process models and data dictionaries Responsible for high level implementation plans, creating and maintaining design documentation and creating and maintaining data and process models Advanced proficiency in analytical, project planning, negotiating, interpersonal, and communication skills (written and oral) Work well independently and remote.Minimum Criteria 4+ years data analyst role Experience in Health insurance is desirable Working knowledge of data warehousing and data marts Excellent oral and written communication skills Ability to collaborate effectively and work as part of a team Strong attention to detail Or an equivalent combination of education, training and experienceJob Type: Contract"
0,404,Entry,"Hinge Health is finally making it easier to bring expert-recommended care to millions by being the first company to combine wearable-sensor guided exercise therapy with 1-on-1 health coaching, physical therapy, and patient education."
1,404,WHAT YOU'LL ACCOMPLISH,"Build our Talent Analytics function from the ground up: Develop talent analytics roadmap and infrastructure from ground up. We are currently using an off the shelf product, powered by Tableau."
2,404,WHAT WE'RE LOOKING FOR,"Data: The ability to process pipeline and other related data, present relevant views to different stakeholders, and predict and forecast trends."
3,404,WHAT SHAPES OUR COMPANY,"Trust: Your Manager, Teammates, and Hiring managers can trust you with anything. This means the following: (i) You work autonomously without much hand-holding (ii) You follow up on your actionables in a timely manner (iii) No one is perfect and hence you are accountable and take ownership for the mistakes you make"
4,404,WHAT YOU'LL LOVE ABOUT US,Competitive compensation with meaningful stock options
5,404,Work from home policy,"Opportunity to join a fantastically talented, diverse, and passionate team at a pivotal time in the company’s lifecycle"
0,405,Entry,"The Statistician/Data Analyst will be working on statistical methodological projects and performing data analysis from randomized controlled trials, working closely with the Principal Investigator (PI). Responsibilities include researching and implementing new statistical methods, writing code (in R or Stata, for example) to test methods using simulation studies, providing statistical input into clinical trial protocols and data collection tools, drafting statistical analysis plans, drafting SOPs for research activities, and conducting interim and final analysis of trial data."
1,405,Department Description,"The mission of the Division of Pulmonary and Critical Care Medicine at SFGH is to provide comprehensive medical care for the community, to develop innovative research aimed at elucidating basic mechanisms of disease, and to translate its research activities into both new clinical initiatives and a rich training environment for the next generation of academic physician scientists."
2,405,Required Qualifications,"Bachelor’s degree in Statistics or Biostatistics with 3 or more years of relevant experience in clinical trials work, or other related area and/or equivalent experience/training"
3,405,Preferred Qualifications,Master’s degree in Medical Statistics and/or Biostatistics (or a closely related subject)
4,405,About UCSF,"The University of California, San Francisco (UCSF) is a leading university dedicated to promoting health worldwide through advanced biomedical research, graduate-level education in the life sciences and health professions, and excellence in patient care. It is the only campus in the 10-campus UC system dedicated exclusively to the health sciences. We bring together the world’s leading experts in nearly every area of health. We are home to five Nobel laureates who have advanced the understanding of cancer, neurodegenerative diseases, aging and stem cells."
5,405,Equal Employment Opportunity,"The University of California San Francisco is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information."
6,405,Job Code and Payroll Title,006257 RSCH DATA ANL 3
7,405,Career,Percentage
8,405,Location,"Remote / Telecommute, Zuckerberg San Francisco General (ZSFG)"
0,406,Entry,
1,406,About the Role,"The Marketing Intelligence team marries research and analytics to generate insights that inform Uber's Marketing strategy. This position will play a critical role in designing and maintaining our reporting dashboards, project-managing our media mix model project and other projects that are critical to the Marketing team. We are seeking an experienced technical analyst with a passion for handling data projects that will improve the performance of a business."
2,406,What You'll Do,Partner with internal and external stakeholders to understand their data and reporting requirements and translate them into Product Requirement Definition (PRD) and technical specifications
3,406,Basic Qualifications,"Bachelor's degree in Engineering, Computer Science, or a related field"
4,406,Preferred Qualifications,"Master's degree in engineering, computer science, or a related field"
5,406,Experience with Airflow and Tableau,Able to balance multiple priorities simultaneously
0,407,Entry,
1,407,Work for an Industry Leader,Challenging Projects & Dynamic Work Environment
2,407,Job Responsibilities:,"Develop and utilize data validation tools in Excel, EarthSoft EQuIS, Access and SQL to identify data quality issues;"
3,407,Job Requirements:,"Bachelor’s degree in Science, Engineering or Information Technology required;"
0,408,Entry,
1,408,Company Description,"Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,000+ people in 53 offices around the world combine experience across technology, data sciences, consulting and customer obsession to accelerate our clients’ businesses through designing the products and services their customers truly value."
2,408,Job Description,"Functional Data AnalystMin of 8+ yr. experience with Data AnalysisExperience in large Multi -year Data cleansing and Migration projectsHands on experience writing data quality rules with Business Testing and reconciliation of pre and post clean upResearching and documenting existing legacy application process and data flows, business needs and data modelsHands on Talend data management experience especially in profiling dataExperienced in creating reconciliation and data migration reportsGood communications and end user interviewing skills to gather requirements from business SME in government organizationPreferably willing to relocate to client locationReady to work in GDD model (work with India team in different time zones)Talend Certified preferred"
0,409,Entry,"The Payments, Billing & Risk organization is focused on defining innovative solutions that enable customers to safely buy and sell on the eBay platform. Managing payments for buyers and sellers requires analysis and performance management by payment option: volumes, buyer preferences, approval and decline rates, costs, settlement, post transaction returns and disputes. Your role will be critical in working cross functionally to analyze performance, identify insights and size optimization opportunities.Successful candidates will have knowledge and studies related to data and marketing analysis and applying analysis to insights on payment processing. You should be fluid in structured thinking, able to synthesize and make recommendations based on imperfect data from multiple sources (internally and externally), ability to comprehend technical constructs and business requirements that may guide analysis, and ability to work both independently and cross-functionally. This role will be responsible for translating analysis to recommendation and strategic concept to execution for cross functional teams.Key Responsibilities: Understand current payments capabilities, use cases and friction pointsUnderstand market landscape and trends to inform strategy and potential opportunities for optimizationPartner cross functionally with business, product, engineering and analytics teams to understand constructs and opportunity areas.Work independently to conduct performance analysis and identify ongoing optimization opportunities of our payment capabilitiesCraft business cases to inform business requirementsReview metrics regularly and drive action plans to increase performancePreferred QualificationsMust be currently enrolled in a full-time, degree-seeking program and in the process of obtaining a Bachelors or Masters degree by June 2021Education related to marketing and data analysis, business case creation, and optimization opportunity sizing.Strong structured solution skills with ability to break down large and complex problems technical integrations/constructs, and work independently and cross functionally to drive stakeholder engagement and deliveryAbility to analyze large data sets and ability to leverage data to influence and gain stakeholder supportStrong documentation discipline and communication skills and comfort presenting to stakeholders eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible."
0,410,Entry,We are looking for a Digital Performance Analyst to join our team to help us continue supporting the sales team in executing and monitoring digital campaigns.
1,410,What You'll Do:,Maintain understanding of fundamental digital marketing metrics and how they interact and influence one another.
2,410,What We're Looking For,"Flexible, self-starter with the ability to oversee numerous, fast-moving projects at once"
3,410,Who We Are:,"Founded in 2000, Red Ventures is a portfolio of growing digital businesses that bring consumers and brands together through integrated e-commerce, strategic partnerships and many proprietary brands including Bankrate, AllConnect.com and Reviews.com. Headquartered south of Charlotte, NC, Red Ventures has over 3000 employees in offices across the US, as well as London and Sao Paulo. For more information, visit www.redventures.com."
0,411,Entry,
1,411,SUMMARY:,"ShopStyle Collective, a leading influencer monetization platform, is looking for a full-time Business Analyst. The Business Analyst will provide cross-functional support to the Merchant Partnerships / Business Development team and Influencer Campaign Operations team. This role will report to the Senior Director of Global Partnerships."
2,411,KEY RESPONSIBILITIES,"Function as the lead analytics partner for Merchant Partnerships / BD (80%), Influencer Campaign Operations (20%)."
3,411,"MINIMUM REQUIREMENTS (Knowledge, Skills, Abilities)","To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions."
4,411,QUALIFICATION REQUIREMENTS,
5,411,BA/BS required,3+ years of experience analyzing data in a data-driven environment
0,412,Entry,"Hinge Health is finally making it easier to bring expert-recommended care to millions by being the first company to combine wearable-sensor guided exercise therapy with 1-on-1 health coaching, physical therapy, and patient education."
1,412,WHAT YOU'LL ACCOMPLISH,Fill a critical role to demonstrate the impact of Hinge Health’s solution to improve the health of enrolled participants
2,412,WHAT WE'RE LOOKING FOR,Analytical and data driven: Ability to QA and troubleshoot data
3,412,Experience with statistical software,
4,412,WHAT SHAPES OUR COMPANY,Trust: True owner’s mentality. Always keeping an eye on how we can get better as a team and company.
5,412,WHAT YOU’LL LOVE ABOUT US,Competitive compensation with meaningful stock options
6,412,Work from home policy,"Opportunity to join a fantastically talented, diverse, and passionate team at a pivotal time in the company’s lifecycle"
0,413,Entry,
1,413,About MOLOCO,"MOLOCO is a machine learning company that empowers mobile businesses to unleash the power of their data for fast, sustainable growth through the programmatic advertising ecosystem. Founded in 2013, the company offers a complete suite of programmatic advertising solutions to help mobile companies optimize the performance of their acquisition, retention and monetization campaigns. MOLOCO offers a top-rated real-time bidding platform that provides scale across more than 4 billion devices. Through highly sophisticated products like MOLOCO Cloud and MOLOCO Engine, consumers are able to easily utilize the benefits of their own data while leveraging the power of MOLOCO's proprietary machine learning technology. MOLOCO is headquartered in Silicon Valley, with offices in San Francisco, Seattle, London, Jakarta, Seoul, Singapore and Tokyo. For more information, visit www.molocoads.com"
2,413,What you'll do,Working cross-functionally with business and technical teams to support campaign management and team communication
3,413,What you'll need to succeed,2+ years of experience in data analytics
4,413,Bachelor's degree is required,"MOLOCO is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics."
5,413,Bachelor's degree is required.,
0,414,Entry,
1,414,Job Requisition ID #,21WD45847
2,414,Position Overview,"The DPE Business Models Analytics & Data team is looking for a Business Data Analyst that focuses on operational and financial reporting and data analytics. This person will be an integral member of the team supporting Autodesk’s growth and retention strategy through capturing, analyzing, and reporting company data and trends. The analyst will work with data from disparate systems to support the reporting needs of multiple business functions including Sales, Marketing, Finance & Accounting. The ability to provide analysis and key insights in a fast-paced and dynamic environment will be important to the individual’s success. If you have an analytical mind and an appreciation for data, then join Autodesk today and see where your skills can take you."
3,414,Responsibilities,"Perform analysis and develop operational and financial data models, automation, key performance metrics, reports, visualizations, and dashboards to track business performance and assist business decision making"
4,414,Minimum Qualifications,"2-4 years of experience with large, complex, and diverse datasets in an analytics/reporting oriented team"
5,414,Strong problem solving skills,Experience with SQL programming in an analytics environment a plus
0,415,Entry,
1,415,POSITION SUMMARY,The Analyst will be part of the Sales Effectiveness team with responsibility for owning and developing reporting and analysis tools. The Analyst will have broad organizational access to support the analytic and reporting needs at all levels of Sales and Risk Management.
2,415,JOB DUTIES & RESPONSIBILITIES,"Support organization-wide activities, both internally facing and in support of customer requests."
3,415,SKILLS & KNOWLEDGE,"Bachelor's degree in business, accounting, economics, math, a related field, or equivalent work experience."
0,416,Entry,"Discord is looking for experienced and passionate data analysts to join our small-but-growing Analytics team! As a member of the Data Science &amp; Analytics team, you will help Discord achieve its mission of providing people with a sense of belonging in online communities, by collaborating directly with the teams who design, build, and support Discord. If you’re passionate about data, impact, and working on an amazing team, read on! You Will: Partner with teams throughout Discord through the full lifecycle of data analytics from ideation and exploratory analysis, to building dashboards and reports, and A/B testing Define KPIs and diagnostic metrics that help improve the user experience, encapsulating these measures in clean crisp dashboards that provide the company with timely and actionable information Use our amazing infrastructure to quickly and easily build custom data sets to monitor novel product features and processes Proactively socialize insights, dashboards, and reports with technical and non-technical audiences, soliciting feedback on where to improve Be a champion of A/B testing and help groups throughout the company design, analyze, and interpret A/B tests correctly Collaborate with data and engineering teams to design scalable and future-proof instrumentation&nbsp; You Have: 4+ years of experience autonomously translating ambiguous business problems into deep informative insights through hands-on analytics 4+ years of experience building performant dashboards using Tableau, Looker, or similar software - with proficiency in designing clean crisp visualizations &nbsp; 3+ years experience writing excellent SQL Excellent communication skills, with the ability to translate complicated findings or technical approaches in easy-to-understand ways&nbsp; 2+ years of experience in the design, analysis, and interpretation of A/B tests in a large data environment A desire to work with amazing, passionate people who care deeply about solve challenging problems to improve Discord&nbsp; Last but not least - a collaborative attitude and a healthy dose of natural curiosity!&nbsp; Bonus Points: Passion for Discord or online communities Experience with writing production ETL&nbsp; Experience with technical leadership, being the point person for one or more stakeholder groups Experience with analytics for social media or international subscription-based online services, including familiarity with concepts such as social graphs, LTV analysis, funnel analysis, etc Experience writing performant code in BigQuery SQL&nbsp; Our Benefits: Medical insurance including Health, Dental, Vision) 18 paid holidays Unlimited sick days Parental Leave and fertility benefits Supported-employee clubs and Employee Resource Groups Commuter Contributions of $270 a month (pretax) Daily lunches and unlimited snacks Monthly gym and fitness stipend About Us Friends, coworkers, gamers, nerds, moms, dads, engineers, designers, marketers, support. Originally, we created Discord to help people come together around games. It's been amazing to watch it grow into what it is today - a place where millions of diverse communities exist and people connect with old friends and new. Diversity and inclusiveness are a critical part of how we get to what's next. We believe that with diversity comes a better product, better decisions, and a better work environment. As we continue to grow, our values keep us dedicated to building a company that is representative of the world we live and play in. Discord is an equal opportunity employer committed to promoting an inclusive work environment free of discrimination and harassment. We value diversity, inclusion, and aim to provide a sense of belonging for everyone."
0,417,Entry,
1,417,Data Steward - Job Description-,"Data management and governance, with responsibility for ensuring that data policies and standards turn into practice within the steward’s domain."
2,417,"key responsibilities include,",Define the data and identify assets within their own data domains. This ensures there isn’t conflict with other data elements.
3,417,Optimize workflows and communications.,"Monitor data usage to assist teams, share best practice trends in data use, and provide insight into how and where teams can use data to help in day-to-day decision-making."
4,417,Job Function,CONSULTANCY
5,417,Job Id,179641
6,417,Desired Skills,Enterprise Data Management (EDM)
7,417,Desired Candidate Profile,Qualifications : BACHELOR OF COMPUTER SCIENCE
0,418,Entry,
1,418,Data Steward - Job Description-,"Data management and governance, with responsibility for ensuring that data policies and standards turn into practice within the steward’s domain."
2,418,"key responsibilities include,",Define the data and identify assets within their own data domains. This ensures there isn’t conflict with other data elements.
3,418,Optimize workflows and communications.,"Monitor data usage to assist teams, share best practice trends in data use, and provide insight into how and where teams can use data to help in day-to-day decision-making."
4,418,Job Function,CONSULTANCY
5,418,Job Id,179641
6,418,Desired Skills,Enterprise Data Management (EDM)
7,418,Desired Candidate Profile,Qualifications : BACHELOR OF COMPUTER SCIENCE
0,419,Entry,"The Data Specialist will collect, process and analyze data on a range of topics related to climate funding flows, supporting ClimateWorks Foundation’s efforts to identify investment priorities and inform effective deployment of funding."
1,419,Program Summary,"The Global Intelligence Service at ClimateWorks Foundation identifies high-impact opportunities for philanthropy to enable deep cuts in greenhouse gas emissions. With data-rich information and analysis, we equip philanthropy and the climate community with insights to build and execute transformative climate strategies. Global Intelligence services and products include both climate insights and philanthropic insights."
2,419,Job Summary,"The Data Specialist will collect, process and analyze data on a range of topics related to climate funding flows, supporting ClimateWorks Foundation’s efforts to identify investment priorities and inform effective deployment of funding. This position requires excellent research, analytical, organizational and project management skills, and immaculate attention to detail. The Data Specialist will work collaboratively with other intelligence asset and product owners across departments to develop compelling, integrated, and clearly positioned products that meet the information needs of key audiences. The Data Specialist is expected to become deeply familiar with the Foundation’s funding database and taxonomy of strategies in order to provide synthesis of foundation funding trends for climate mitigation. This position will focus on the philanthropic insights function of the Global Intelligence Service and will report to the Director, Systems & Processes."
3,419,Essential Tasks and Responsibilities,Data owner for multiple streams of data within MS Excel and Salesforce databases; own all processes related to assigned data types:
4,419,Required Qualifications,A bachelor’s degree or equivalent
5,419,Compensation,ClimateWorks offers an excellent benefits package and a competitive salary that is commensurate with experience (geographic differential applied based on location).
6,419,Location,"ClimateWorks Foundation is based in the San Francisco Financial District. Our offices are closed due to Covid-19, and employees are working from home. We anticipate transitioning back to in-person work in our office in line with health and safety guidelines sometime in the second half of 2021."
0,420,Entry,
1,420,SUMMARY:,"ShopStyle Collective, a leading influencer monetization platform, is looking for a full-time Business Analyst. The Business Analyst will provide cross-functional support to the Merchant Partnerships / Business Development team and Influencer Campaign Operations team. This role will report to the Senior Director of Global Partnerships."
2,420,KEY RESPONSIBILITIES,"Function as the lead analytics partner for Merchant Partnerships / BD (80%), Influencer Campaign Operations (20%)."
3,420,"MINIMUM REQUIREMENTS (Knowledge, Skills, Abilities)","To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions."
4,420,QUALIFICATION REQUIREMENTS,
5,420,BA/BS required,3+ years of experience analyzing data in a data-driven environment
0,421,Entry,"Over the coming years, biotech will fundamentally rewrite the way we live. Gene editing and cell therapy are dramatically changing how we treat cancer and other major illnesses. Biofuels and biomaterials are transforming the cars we drive, the clothes we wear, and the makeup of everyday objects. Crop science and synthetic biology are producing sustainable and ethical food. Benchling’s mission is to accelerate the research that propels us towards this reality, and magnify its impact, through modern software."
1,421,RESPONSIBILITIES,Work closely with cross-functional teams across all of Benchling to develop a strategy around our data platform and to establish best practices for a metrics-driven culture.
2,421,Rely on work ethic,Show empathy
3,421,Unite around the mission,
4,421,PERKS AND BENEFITS,Work with a talented yet humble team
5,421,Competitive compensation & equity package,401k
6,421,"Medical, dental, and vision insurance",Monthly health & wellness stipend
7,421,"$1,000 work-from-home stipend","In following best practices and safety protocols, all Benchling employees are expected to work remotely until we are further advised that it is safe for employees to resume work in their respective office locations."
0,422,Entry,
1,422,Work for an Industry Leader,Challenging Projects & Dynamic Work Environment
2,422,Job Responsibilities:,"Develop and utilize data validation tools in Excel, EarthSoft EQuIS, Access and SQL to identify data quality issues;"
3,422,Job Requirements:,"Bachelor’s degree in Science, Engineering or Information Technology required;"
0,423,Entry,We are looking for a Data Analytics professionals to join our Analytics Team.This is a unique opportunity for a creative and charismatic individual to lead a key advanced data analytics team for a fast growing Products organization for Gartner. Our mission is to drive increasing business impact by building world class data analytics practices.
1,423,Required Skills:,"Bachelor’s degree in Computer Science, Engineering or Information Technology."
2,423,Advanced SQL skills,"Strong communication skills across all mediums and audience types (technical, business, executive, etc.)"
3,423,Key Responsibilities:,Must be data-driven with strong problem solving and analytical skills
0,424,Entry,
1,424,POSITION SUMMARY,The Analyst will be part of the Sales Effectiveness team with responsibility for owning and developing reporting and analysis tools. The Analyst will have broad organizational access to support the analytic and reporting needs at all levels of Sales and Risk Management.
2,424,JOB DUTIES & RESPONSIBILITIES,"Support organization-wide activities, both internally facing and in support of customer requests."
3,424,SKILLS & KNOWLEDGE,"Bachelor's degree in business, accounting, economics, math, a related field, or equivalent work experience."
0,425,Entry,"At Parallel Domain, we believe that autonomous systems – from self-driving cars to contactless delivery drones – have the opportunity to drastically improve the quality of life for billions of people. That is why we love what we do: enabling our customers to develop their technology safely using the Parallel Domain data generation platform. Our platform revolutionizes the way our customers generate sensor data for AI development. We're looking for people like you to join us in pushing the boundaries of artificial intelligence and synthetic data."
1,425,QUALIFICATIONS,2+ years experience working on a QA / testing team in the video game / tech industry
2,425,Experience working with AWS,Comfortable navigating through large datasets by reading through a schema
0,426,Entry,
1,426,Company Description,"Twitter is what’s happening and what people are talking about right now. For us, life's not about a job, it's about purpose. We believe real change starts with conversation. Here, your voice matters. Come as you are and together we'll do what's right (not what's easy) to serve the public conversation."
2,426,Job Description,The Sales Finance Revenue Intelligence team is hiring! The Rev-Intel team is looking for a senior analyst to work on all things Revenue. The role helps Sales & Sales Finance to build real-time and offline solutions to make data accessible and reliable. You will apply your skills to the most fundamental and critical analytical problems to help guide your core team and partners to make operational and strategic decisions.
3,426,Who We Are:,"Sales Finance provides insight into Twitter’s business using financial models built on strong relationships. We engage directly with both senior management and front-line sales to understand the drivers of Twitter’s revenue, and how to optimize that revenue."
4,426,What You’ll Do:,"Develop strong collaborative relationships with key stakeholders in Sales, Finance, Operations, Engineering, IT and across the company"
5,426,Who You Are:,"You exhibit an enthusiastic, can-do spirit and approach your work with curiosity, resilience, and a growth mindset in a fast-paced, dynamic, and often ambiguous work environment."
6,426,Qualifications,"Bachelor’s degree required, preferably in Mathematics, Computer Science, Statistics or a Business-related degree"
0,427,Entry,"We are opening a new office in the North Bay Area (Mill Valley). This is an excellent opportunity to get in early in the Arbor expansion ‘out west’, to assist us we are looking to take on a new graduate position.The role is for a trainee business analyst to work closely with clients (hedge funds and brokers) on understanding their business requirements plus managing associated support and development tasks.You will be trained in detailed processes involved in portfolio management so a good understanding of accounting and financial markets is essential.As an excellent communicator you will be expected to demonstrate your new found knowledge through the delivery of detailed documentation and discussions with the client. Assistance with client support will be expected. This will help you build relationships with our clients and understand the business further.Once you have a good understanding of our system and our clients, you will contribute to its on going improvement through functional design and will then develop your project management skills in delivering these changes to the clients."
0,428,Entry,Looking to make a real difference?
1,428,Specific responsibilities:,"Conduct the standard suite of product analyses to uncover insights about our product and users: cohort analysis, funnel analysis, user segmentation, etc."
2,428,Qualifications for success:,"Bachelor's degree in Business, Marketing, Statistics, Mathematics or related quantitative field"
3,428,What we offer you,We offer an array of diverse and inclusive benefits regardless of where you are in your career. We believe that providing our employees with the means to lead healthy balanced lives results in the best possible work performance.
4,428,Location,CA Redwood City
5,428,Base Salary Range,"$ 115,700.00-191,000.00"
0,429,Entry,
1,429,About Ease:,"Ease is the #1 rated benefits administration and HR software for businesses with 2–250 employees, powered by insurance brokers. 70,000+ employers trust Ease’s innovative SaaS service model to set up and manage benefits, onboard hires, stay compliant and offer their employees one destination for all their human resources information. Headquartered in San Francisco with offices in New York, Las Vegas, and Omaha, Ease was recently ranked number 57 in Forbes 2020 list of the top 500 startup employers in America."
2,429,Responsibilities,"Support the company growth through participation in routine planning activities such as forecasting, financial modeling, capacity planning, productivity, performance reports, market segmentation, pipeline coverage, territory carving, quota setting, GTM (go-to-market) strategy etc."
3,429,Experience / Skills desired,Bachelor’s degree in a related technical field.
0,430,Entry,"At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences."
1,430,Required Skills,"As we review your materials, we are looking for candidates who best exemplify the following qualifications:"
2,430,Qualifications Required,"Bachelor’s degree in a quantitative, public policy, or related field or equivalent relevant experience"
3,430,Good quantitative analytical skills,Good oral and written communication skills
4,430,Qualifications Desired,Demonstrated interest in health and social policy
5,430,Required Experience,Good organizational skills and strong attention to detail.
0,431,Entry,
1,431,JOB DESCRIPTION,You’re an original. So are we.
2,431,LOCATION,"San Francisco, CA, USA"
0,432,Entry,
1,432,Company Description,Square is building two powerful eco systems to empower businesses and individuals financially.
2,432,Job Description,"The Financial Crimes Technology team at Square finds and reports financial crimes activity across Square products including Cash App and Seller tools. We work globally with partners in business, engineering, counsel and product to guarantee we are providing a safe user experience for our customers while minimizing or eliminating bad activity on our platform."
3,432,Qualifications,You have:
4,432,Experience managing ETL pipelines.,"Familiarity with schema design, query optimization, and data pipeline maintenance. Snowflake, BigQuery, MySQL or similar data handling experience."
5,432,Perks,"At Square, we want you to be well and thrive. Our global benefits package includes:"
6,432,Wellness perks,Paid parental leave
0,433,Entry,We are seeking a Data Modeler for the Data Design and Process Governance team. She or he will:
0,434,Entry,PEOPLE SYSTEMS DATA ANALYST
1,434,What you’ll bring:,"Bachelors degree in Human Resources, Business Administration, Data Management/Administration, Statistics or related field required."
2,434,SHRM-CP or SHRM-SCP preferred,Excellent verbal and written communication skills.
3,434,Strong analytical and problem-solving skills.,"Thorough understanding of local, state, and federal laws involving employment, HR, and HR policies."
4,434,About Freenome,"Freenome is on a mission to empower everyone with the tools they need to detect, treat, and ultimately prevent cancer."
0,435,Entry,"At Zuora, data is a key strategic pillar for operating our business. All our teams rely on accurate, timely data to measure and improve outcomes, including building better products, improving the customer experience, optimizing the sales process, and ultimately increasing the overall value we deliver to our customers."
